Category	Competency	Level	Skill	Resource Title	Resource Description	Resource URL
Financial Management	Develops budgets and track expenses	2	Able to develop and manage program budgets to accomplish program goals, track expenses and project accounts, read financial statements, and complete required budget reports. Knows where to find standard CCETC budget expenses such as fringe benefit, program support fees, etc.	Skillport	Web-based training videos on many topics. Examples: Planning Project Costs, Planning and Preparing an Operating Budget, and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Financial Management	Develops budgets and track expenses		Able to develop and manage program budgets to accomplish program goals, track expenses and project accounts, read financial statements, and complete required budget reports. Knows where to find standard CCETC budget expenses such as fringe benefit, program support fees, etc.	Grant Space	Podcasts, webinars, e-courses and written materials on many topics related to non-profit management, including developing and managing budgets. Many free; some have a cost. 	www.grantspace.org
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	CCE Admin Professional Development	CCE Administration offers a variety of grant-writing related workshops. Examples: Grant Writing Introductory Full Day Workshop, Being Strategic with Grant Writing, Planning Your Program for Proposal Writing	http://staff.cce.cornell.edu/orgdev/Pages/prof_courses.aspx?top=Grant%20Writing%20and%20Management
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Human Services Coalition of Tompkins County (HSC-TC)	HSC-TC offers a variety of workshops throughout the year Check their website for schedule and cost.  Example: Grantwriting Basics. 	http://hsctc.org/index.php?page=training
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Free E-book: Grant Writing Revealed	Useful free e-book by local grantwriter & grantwriting instructor Jana Hextor. She also offers a free e-newsletter and blog with tips.  	http://grantschampion.com
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Lynda.com	Web-based training videos on many topics. Example: Writing Proposals. Free to staff with Cornell NetID. 	
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Cornell - Mann Library	Cornell's Mann Library has many resources, including links to guides for writing federal and state grants, and e-books that can be downloaded and read.	http://guides.library.cornell.edu/funding
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Foundation Center	The Foundation Center has a tremendous amount of online resources, including online funder databases, research tools, and skill-building resources, webinars and other training related to proposal writing, fundraising, organizational sustainability, and management.	http://foundationcenter.org
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Grant Space	GrantSpace (an offshoot of the Foundation Center) has a huge variety of webinars, podcasts, e-courses, regional trainings, and printed resources related to all aspects of non-profit fundraising, including finding donors, proposal writing, fundraising, starting non-profits, and more. Many resources are free; others have a fee. 	www.grantspace.org
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Tompkins County Grants Development and Management Center	This Tompkins County government grants development web portal has information on federal, state and private foundation grants, along with many links to excellent resources on grant preparation tools and related training. Most resources are free and available to the public.  	http://www.tompkinscountyny.gov/ctyadmin/Grants/index
Resource Development 	Is able to plan and implement other financial resource development efforts	2	Able to develop financial resources through fundraising campaigns, major donor development, business sponsorships, etc.	Human Services Coalition of Tompkins County (HSC-TC)	HSC-TC offers a variety of workshops throughout the year.  Check their website for schedule and cost.  Example: How to Ask for a Lot of Money	http://hsctc.org/index.php?page=training
Resource Development 	Is able to plan and implement other financial resource development efforts	2	Able to develop financial resources through fundraising campaigns, major donor development, business sponsorships, etc.	Foundation Center	The Foundation Center has a lot of skill-building information related to seeking funding from foundations, corporations and individual donors (along with info on proposal writing, organizational sustainability, and management.	http://foundationcenter.org/improve-your-skills/fundraising
Resource Development 	Assists with financial decision-making.	3	Ensures development of easily accessed and up-to-date resources for standard CCETC budget expenses for use in budget planning and grantwriting. Assists staff with financial management issues and ensures compliance.	CCE Administration Grant Writing Resources	Grant writing resources include Planning your Program for Proposal Writing and Being Strategic with Grant Writing.	http://staff.cce.cornell.edu/orgdev/Pages/prof_courses.aspx?top=Grant%20Writing%20and%20Management
Resource Development 	Develops multi-program budgets and financial projections	3	Carries out program area and association-wide budgeting, financial projections, and fiscal management.	GrantSpace	Podcasts, webinars, e-courses and written materials on a variety of non-profit management topics, including business planning, strategy development, fundraising, organizational sustainability, and leadership and management. Some free; some have a fee. 	www.grantspace.org
Technology skills	Effectively uses standard computer programs	1	Effectively uses basic computer programs/applications (e.g., Word, Excel, Powerpoint) to accomplish project goals.	Lynda.com	Web-based training videos on many computer application topics from basic to advanced. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Technology skills	Effectively uses standard computer programs	1	Effectively uses basic computer programs/applications (e.g., Word, Excel, Powerpoint) to accomplish project goals.	Skillport	Web-based training videos on many topics. Examples: Using Your Desktop Computer and Devices Safely, Computing Fundamentals (book), Excel 2016, Microsoft Office 2013 Beginning Word.  Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Technology skills	Effectively uses standard computer programs	1	Effectively uses basic computer programs/applications (e.g., Word, Excel, Powerpoint) to accomplish project goals.	TC3 	Tompkins Cortland Community College offers courses on: Keyboarding for computers, Introduction to Word Processing, Introduction to Spreadsheets, Introduction to Databases, Presentation Software, and Web Page Design.  5 week courses with TC3 enrollment and costs associated.  Courses are in person or web based.  Student choice.	https://myinfo.tc3.edu/SelfService/Home.aspx
Technology skills	Effectively uses standard computer programs	1	Effectively uses basic computer programs/applications (e.g., Word, Excel, Powerpoint) to accomplish project goals.	CU Learn	In person training through Cornell that covers basic computer use (Mouse settings and use, navigating Windows, file management, Control Panel, printing, etc.).  This training may be standardized for a group.  Minimum 10, max 15.  Cost is approximately $150-$200 per person depending on numbers.	CU Learn
Technology skills	Effectively uses standard Internet-based applications	1	Edits existing web pages to update information, graphics, photos, etc. Understands how to use social networking to reach target audiences.	CCE Administration Communications Webinars	The Communications Resources contain the following recorded webinar:  You've got Twitter and Facebook Accounts, Now What?	https://www.youtube.com/playlist?list=PLGIR49aM1wm5GIFzklWQxckPj4GQ00OmI
Technology skills	Develops online information	2	Creates new web pages to provide new information, graphics, photos, etc. Uses social media to provide information in designated subject areas.	Skillport	Web-based training videos on many topics. Examples: Building Dynamic Web Sites, Digital Marketing: Getting to the Customer. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Technology skills	Develops online information	2	Creates new web pages to provide new information, graphics, photos, etc. Uses social media to provide information in designated subject areas.	GrantSpace	Webinars, e-courses, podcasts and written information related to developing a social media stratety, social media storytelling, and more. Some free; some with a fee.  	www.grantspace.org
Technology skills	Develops online information	2	Creates new web pages to provide new information, graphics, photos, etc. Uses social media to provide information in designated subject areas.	TC3Biz	TC3Biz often offers local courses related to developing social media strategies and content. Check their catalogue for options. Fee.	http://www.tc3.edu/biz/
Technology skills	Can effectively teach online	2	Can use web based media to deliver programs effectively.	CCE Administration Communications Webinars	The Communications Resources contain the following recorded webinar: Online and Engaged: Fostering Positive Youth Development in Online Environments	https://www.youtube.com/playlist?list=PLGIR49aM1wm5GIFzklWQxckPj4GQ00OmI
Technology skills	Can Effectively teach online	2	Can use web based media to deliver programs effectively.	Lynda.com	Web-based training videos on designing and implementing online instruction, using a variety of apps. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Technology skills	Can use job Specific Techology	3	Understands and can effectively use highly specialized and job specific technology based tools, websites and software	Lynda.com	Web-based training videos on many technology-based tools. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Technology skills	Can use job Specific Techology	3	Understands and can effectively use highly specialized and job specific technology based tools, websites and software	Skillport	Web-based training videos on many technology-based tools. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Organization (Work Flow) Skills	Is able to use established systems for organizing own schedules and priorities	1	Uses established systems to organize and track information (files, appointment calendars, etc…). Understands priorities and keeps clear records of completed and pending activities. Participates as a team member in planning and organizing information and project activities.	Skillport 	Web-based training videos on many topics. Examples: Personal Productivity: Self Organization and Overcoming Procrastination, Quality Management for Continuous Improvement.Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Organization (Work Flow) Skills	Can assist others in organization	2	Participates in developing streamlined systems to organize and track team/project information and activities. Sets priorities with an appropriate and realistic sense of the time demand involved. Assists others to build their planning & organization skills, and to analyze and evaluate progress towards goals and objectives. Assists others to set priorities to ensure manageable workloads.	Lynda.com	Web-based training videos on many topics. Examples: Learning to Say No; Managing Your Time; Time Management Fundamentals and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Organization (Work Flow) Skills	Can assist others in organization	2	Participates in developing streamlined systems to organize and track team/project information and activities. Sets priorities with an appropriate and realistic sense of the time demand involved. Assists others to build their planning & organization skills, and to analyze and evaluate progress towards goals and objectives. Assists others to set priorities to ensure manageable workloads.	Skillport	Web-based training videos on many topics. Examples: Time Management: Quit Making Excuses and Make Time Instead, Time Management: Ready, Set, Focus and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Organization (Work Flow) Skills	Can develop organizational systems for others 	3	Anticipates and develops new procedures and systems in response to changing priorities. Develops and monitors complex tracking and organizational systems which may substantially affect issue areas and CCETC as a whole. Understands the role of the issue area's organization and planning within the larger CCETC context. Assesses overall CCETC resources, staffing and commitments to allow for manageable workloads.			
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Understands project goals, the necessary steps to accomplish those goals and one’s role in the project. 			
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.	Natural Leaders Initiative (NLI)	 NLI periodically offers a workshop entitled "Getting Things Done" which helps build skills to effectively manage one's time and set "Smart Goals." Check NLI website for information on upcoming workshops or email <natural.leaders@cornell.edu>. 	http://ccetompkins.org/community/natural-leaders-initiative/programs-for-community-groups-and-organizations
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.	EAP Training	Employees may attend EAP Seminars on the following topic: Time Management and Achieving Work-Life Balance.  Staff can attend at Family and Children's Services or, if there is enough interest, the programs can be offered on location. (there is a cost- $150 per hour if offered onsite)	http://www.fcsith.org/
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.	Lynda.com	Web-based training videos on many topics. Examples: Learning to Say No; Managing Your Time; Time Management Fundamentals and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.	Skillport 	Web-based training videos on many topics. Examples: Time Management: Quit Making Excuses and Make Time Instead, Time Management: Ready, Set, Focus and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Program Coordination & Project Management Skills	Can implement a program plan and lead others in implementing goals and budgets. 	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	Lynda.com	Web-based training videos on many topics. Examples: How to Set Team & Employee Goals; Delegating Tasks to Your Team; Managing Project Ethics; Building Accountability Into Your Culture and more. 	https://it.cornell.edu/lynda
Program Coordination & Project Management Skills	Can implement a program plan and lead others in implementing goals and budgets. 	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	Skillport 	Web-based training videos on many topics. Example: Managing Projects within Organizations. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Program Coordination & Project Management Skills	Can implement a program plan and lead others in implementing goals and budgets. 	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	TC3Biz	TC3Biz often offers courses related to leading a team, such as delegating, coaching, optimizing morale, creating a culture of accountability and intentional community, etc. Check their catalogue for current options. Fee	http://www.tc3.edu/biz/
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	CCE Supervisor Development Certificate	CCE Supervisor Development Certificate provides guidelines in supervision on a variety of topics related to supervision within the CCE system.	
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	Natural Leaders Initiative (NLI)	 NLI periodically offers a workshop entitled "Helping Your Team Get Things Done: For Supervisors & Team-Leaders." Check website for information on upcoming workshops or email <natural.leaders@cornell.edu>. 	http://ccetompkins.org/community/natural-leaders-initiative/programs-for-community-groups-and-organizations
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	Human Services Coalition of Tompkins County workshops	HSC-TC  offers workshops such as Building Your Team; Managing Conflict; Coaching & Delegating, Supervision 101, etc. Different workshops are offered in different years. 	http://hsctc.org/index.php?page=training
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads work team with clear direction and effective communication, assigns roles to individuals involved with the project based on people's strengths and job duties, and assists team members to build time management and task management skills.	Skillport	Web-based training videos on many topics. Examples: Coaching Techniques that Drive Change, Six Sigma Team Facilitation and Leadership, Management Essentials: Delegating, Use Delegation to Develop Your Team and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads work team with clear direction and effective communication, assigns roles to individuals involved with the project based on people's strengths and job duties, and assists team members to build time management and task management skills.	TC3Biz	TC3Biz often offers courses related to leading a team, such as delegating, coaching, optimizing morale, creating a culture of accountability and intentional community, etc. Check their catalogue for current options. Fee	http://www.tc3.edu/biz/
Program Coordination & Project Management Skills	Can implement a program plan and lead others in implementing goals and budgets. 	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	CCE Administration Reporting Resources	CCE statewide reporting support from CCE Administration -- Webinars & "virtual office hours" (weekly during fall reporting season).	http://staff.cce.cornell.edu/orgdev/Pages/reporting.aspx
Program Coordination & Project Management Skills	Ability to multitask the leadership of multiple projects.	3	Effectively leads multiple simultaneous projects and multiple project teams. Anticipates and manages cascading impacts from changes to any single project. Strategically assesses and plans for potential opportunities, synergies and challeges within and between projects. Modifies project timelines and budgets in response to financial or environmental changes.	Skillport 	Web-based training videos on many topics. Examples: Advanced Tools for Managing Multiple Projects, Managing Projects with Organizations, and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Teamwork & Collaboration Skills	Effectively works as part of a team	1	Works effectively and respectfully with diverse groups of staff, volunteers and other stakeholders to accomplish goals. Develop goals in collaboration with others. Communicates appropriately and takes action within team as needed. Respects the ideas and opinions of others. Accepts and offers help when needed. Gives and accepts feedback in a positive manner.	Lynda.com	Web-based training videos on many topics. Examples: Teamwork Fundamentals; Having Difficult Conversations; Conflict Resolution Fundamentals. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Teamwork & Collaboration Skills	Effectively works as part of a team	1	Works effectively and respectfully with diverse groups of staff, volunteers and other stakeholders to accomplish goals. Develop goals in collaboration with others. Communicates appropriately and takes action within team as needed. Respects the ideas and opinions of others. Accepts and offers help when needed. Gives and accepts feedback in a positive manner.	Skillport	Web-based training videos on many topics. Examples: Six Sigma Team Dynamics, Roles and Success Factors, Adapting Your Conflict Style and others. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Teamwork & Collaboration Skills	Effectively works as part of a diverse team	1	Understands and values the strengths of all team members. Can effectively contribute to team outcomes by applying one's own strengths. Can appropriately draw upon the strengths of team members. 	StrengthsFinder 2.0	StrengthsFinder helps to identify a person's natural strengths and provides descriptions and suggestions to assist personal growth and conflict management.	https://www.amazon.com/StrengthsFinder-2-0-Tom-Rath/dp/159562015X/ref=sr_1_1?s=books&ie=UTF8&qid=1487360256&sr=1-1&keywords=strengths+finder+2.0
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	Natural Leaders Initiative	NLI offers a variety of workshops related to building diverse relationships, cultivating diverse participation and leadership, leveraging the power of diverse teams, and more. Check website for information on upcoming workshops or email <natural.leaders@cornell.edu>. 	http://ccetompkins.org/community/natural-leaders-initiative/programs-for-community-groups-and-organizations
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	StrengthsFinder 2.0 Team Resources	StrengthsFinder helps to identify a person's natural strengths and provides descriptions and suggestions to assist personal growth and conflict management.	https://www.amazon.com/StrengthsFinder-2-0-Tom-Rath/dp/159562015X/ref=sr_1_1?s=books&ie=UTF8&qid=1487360256&sr=1-1&keywords=strengths+finder+2.0
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	Lynda.com	Web-based training videos on many topics. Examples: Coaching and Developing Employees; Leading with Emotional intelligence; Managing Teams; Delegating Tasks to Your Team; Humor in the Workplace, and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	Skillport	Web-based training videos on many topics. Examples: Workplace Management: Corporate Social ResponsibilitySix Sigma Team Dynamics, Roles and Success Factors, Adapting Your Conflict Style and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	TC3Biz	TC3Biz sometimes offers a course of managing across generations. Check their catalog for current options. Fee	http://www.tc3.edu/biz/
Teamwork & Collaboration Skills	Can effectively build and establish diverse new relationships and partnerships to further program efforts	2	Develops collaborative relationships inside and outside CCETC to accomplish goals. Able to build trusted relationships with people from diverse cultural and economic backgrounds, and has sufficient knowledge of diverse cultural expectations and norms to be successful. Identifies and pursues opportunities to improve performance through partnerships. Balances autonomy and collaborative efforts to produce the best results.	Natural Leaders Initiative	NLI offers a variety of workshops related to building diverse relationships, cultivating diverse participation and leadership, leveraging the power of diverse teams, and more. Check website for information on upcoming workshops or email <natural.leaders@cornell.edu>. 	http://ccetompkins.org/community/natural-leaders-initiative/programs-for-community-groups-and-organizations
Teamwork & Collaboration Skills	Can effectively build and establish diverse new relationships and partnerships to further program efforts	2	Develops collaborative relationships inside and outside CCETC to accomplish goals. Able to build trusted relationships with people from diverse cultural and economic backgrounds, and has sufficient knowledge of diverse cultural expectations and norms to be successful. Identifies and pursues opportunities to improve performance through partnerships. Balances autonomy and collaborative efforts to produce the best results.	Skillport	Web-based training videos on many topics. Examples: Emotional Intelligence: Being Aware of the Emotions of Others, The Value of Peer Relationships, and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Teamwork & Collaboration Skills	Conflict management & resolution	2	Exhibits constructive conflict resolution skills. Facilitates win-win situations. Encourages inquiry and dialog.	Human Services Coalition	HSC-TC workshops available:  Managing Conflict; Improving Your Conflict Confidence); Emotional Intelligence. 	http://hsctc.org/index.php?page=training
Teamwork & Collaboration Skills	Conflict management & resolution	2	Exhibits constructive conflict resolution skills. Facilitates win-win situations. Encourages inquiry and dialog.	Skillport	Web-based training videos on many topics. Example: Diplomacy and Tact in Challenging Situations. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Program Delivery & Teaching Skills	Ability to deliver program appropriate to the audience.	1	Uses adult and/or youth learning principles and incorporates different learning styles and preferences to effectively plan presentations. Creates culturally appropriate, impactful, comfortable learning environments to reach diverse audiences. Uses learner-centered facilitation techniques to manage group dialogue. Knows how to handle common facilitation challenges. (see also Verbal Communication)		Div Nutritional Sciences "Seven Steps of Planning" 3-day Skills Development Training (offered 2x/year). While prioritizing nutrition programs, most of the curriculum is relevant to Program Educators across all issue areas. 	
Program Delivery & Teaching Skills	Ability to deliver program appropriate to the audience.	1	Uses adult and/or youth learning principles and incorporates different learning styles and preferences to effectively plan presentations. Creates culturally appropriate, impactful, comfortable learning environments to reach diverse audiences. Uses learner-centered facilitation techniques to manage group dialogue. Knows how to handle common facilitation challenges. (see also Verbal Communication)	CCE Administration Program Planning and Development Program	CCE Admin Program Planning and Development: Adult Education Resources	http://staff.cce.cornell.edu/orgdev/Pages/All-Courses2.aspx
Program Delivery & Teaching Skills	Ability to deliver program appropriate to the audience.	1	Uses adult and/or youth learning principles and incorporates different learning styles and preferences to effectively plan presentations. Creates culturally appropriate, impactful, comfortable learning environments to reach diverse audiences. Uses learner-centered facilitation techniques to manage group dialogue. Knows how to handle common facilitation challenges. (see also Verbal Communication)	Lynda.com	Web-based training videos on many topics. Examples: How to Manage Learning Effectiveness; Neuroscience of Learning. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Program Delivery & Teaching Skills	Ability to deliver program appropriate to the audience.	1	Uses adult and/or youth learning principles and incorporates different learning styles and preferences to effectively plan presentations. Creates culturally appropriate, impactful, comfortable learning environments to reach diverse audiences. Uses learner-centered facilitation techniques to manage group dialogue. Knows how to handle common facilitation challenges. (see also Verbal Communication)	Skillport	Web-based training videos on many topics. Examples: Management of People: Learning and Development, Training and Development, Developing Learning Practices, and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft
Program Delivery & Teaching Skills	Able to identify appropriate resources for program delivery.	1	Knowledgable about established materials and/or curricula to serve as a subject matter resource to participants and the public.	CCE Administration Program Planning and Development Program	CCE Admin Program Planning and Development: Program Development Concepts and Models, Implementation Planning: Turning Good Ideas Into Great Programs	http://staff.cce.cornell.edu/orgdev/Pages/All-Courses2.aspx
Program Delivery & Teaching Skills	Ability to adapt program to meet  differences within the audience	2	Creates culturally and age-relevant lesson plans and curricula to meet diverse community needs.	CCE Administration Program Planning and Development Program	CCE Admin Program Planning and Development: Assessing and Strengthening Audience Participation,CCE Admin Professional Development Webinars: (Creating a Welcoming and Inclusive Environment, The Evolving Language of Diversity, Working with Multiple Generations) 	http://staff.cce.cornell.edu/orgdev/Pages/All-Courses2.aspx
Program Delivery & Teaching Skills	Ability to adapt program to meet  differences within the audience	2	Creates culturally and age-relevant lesson plans and curricula to meet diverse community needs.	Lynda.com	Web-based training videos on many topics. Examples: Write Effective Learning Objectives; Instructional Design Essentials; Universal Principles of Design; How to Increase Learner Engagement; How to Teach Complex Topics, and more. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Program Delivery & Teaching Skills	Can serve as subject matter expert in field.	3	Is able to provide high level, specific knowledge in a variety of circumstances and media without utilizing the knowledge/ expertise of others.			
Program Evaluation Skills	Can administer evaluations designed by others. 	1	Is able to administer evaluations effectively and appropriately.	CCE Administration Program Planning and Development resources	CCE Admin Program Planning and Development resources. Examples: Human Participants, Getting Started with Program Evaluation	http://staff.cce.cornell.edu/orgdev/Pages/All-Courses2.aspx
Program Evaluation Skills	Can develop new evaluation tools.	2	Can develop new evaluation tools and guide administration of tools.	CCE Administration Program Planning and Development resources	CCE Admin Program Planning and Development resources. Examples: The "Netway" as an Evaluation Tool- Research and Practice around Evaluation, Data Collection Instrument Design	http://staff.cce.cornell.edu/orgdev/Pages/All-Courses2.aspx
Program Evaluation Skills	Can develop new evaluation tools.	2	Can develop new evaluation tools and guide administration of tools.	Lynda.com	Web-based training videos on many topics. Example: How to Measure Learning Effectiveness. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Program Evaluation Skills	Can analyze evaluation data and deliver results.	3	Analyses data from evaluations and can prepare presentations to deliver results to community members and constituents.	CCE Administration Program Planning and Development resources	CCE Admin-Program Planning and Development: Managing, Analyzing, and Presenting Evaluation Data, Putting Evaluation Results to Work	http://staff.cce.cornell.edu/orgdev/Pages/All-Courses2.aspx
Program Development Skills	Can perform a needs assessment 	2	Needs assessment; program planning tools (e.g., logic models); program evaluation methods and tools; reporting; marketing.	CCE Administration Program Planning and Development resources	CCE Admin Program Planning and Development: Program Advisory and Governance Structures, Assessing and Strengthening Audience Participation	http://staff.cce.cornell.edu/orgdev/Pages/All-Courses2.aspx
Program Development Skills	Can help set program direction and create programs.	3	Helps set association direction in program area based on emerging community needs and statewide Plans of Work. Creates innovative educational programs and develops new educational strategies to meet diverse community needs and goals.	CCE Administration Program Planning and Development resources	CCE Admin Program Planning and Development: Strengthening Programs Using Logic Models, Formal Program Planning Including Statewide and Local Plans of Work	http://staff.cce.cornell.edu/orgdev/Pages/All-Courses2.aspx
Program Development Skills	Can create positive connections with faculty and other contributors to program.	3	Develops and maintains relationships with Cornell University faculty and staff, community leaders, and others.	CCE Program Work Team Website	This website provides links to pages that can provide connections to existing work groups and a way to reach out, as well as tips on building relationships.	http://staff.cce.cornell.edu/orgdev/Pages/campusconnections.aspx
